,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
562,709,Y,1,female,22.0,0,0,151.55,S
563,711,Y,1,female,24.0,0,0,49.5042,C
564,713,Y,1,male,48.0,1,0,52.0,S
565,714,N,3,male,29.0,0,0,9.4833,S
566,715,N,2,male,52.0,0,0,13.0,S
567,716,N,3,male,19.0,0,0,7.65,S
568,717,Y,1,female,38.0,0,0,227.525,C
569,718,Y,2,female,27.0,0,0,10.5,S
570,720,N,3,male,33.0,0,0,7.775,S
571,721,Y,2,female,6.0,0,1,33.0,S
572,722,N,3,male,17.0,1,0,7.0542,S
573,723,N,2,male,34.0,0,0,13.0,S
574,724,N,2,male,50.0,0,0,13.0,S
575,725,Y,1,male,27.0,1,0,53.1,S
576,726,N,3,male,20.0,0,0,8.6625,S
577,727,Y,2,female,30.0,3,0,21.0,S
578,729,N,2,male,25.0,1,0,26.0,S
579,730,N,3,female,25.0,1,0,7.925,S
580,731,Y,1,female,29.0,0,0,211.3375,S
581,732,N,3,male,11.0,0,0,18.7875,C
582,734,N,2,male,23.0,0,0,13.0,S
583,735,N,2,male,23.0,0,0,13.0,S
584,736,N,3,male,28.5,0,0,16.1,S
585,737,N,3,female,48.0,1,3,34.375,S
586,738,Y,1,male,35.0,0,0,512.3292,C
587,742,N,1,male,36.0,1,0,78.85,S
588,743,Y,1,female,21.0,2,2,262.375,C
589,744,N,3,male,24.0,1,0,16.1,S
590,745,Y,3,male,31.0,0,0,7.925,S
591,746,N,1,male,70.0,1,1,71.0,S
592,747,N,3,male,16.0,1,1,20.25,S
593,748,Y,2,female,30.0,0,0,13.0,S
594,749,N,1,male,19.0,1,0,53.1,S
595,750,N,3,male,31.0,0,0,7.75,Q
596,751,Y,2,female,4.0,1,1,23.0,S
597,752,Y,3,male,6.0,0,1,12.475,S
598,753,N,3,male,33.0,0,0,9.5,S
599,754,N,3,male,23.0,0,0,7.8958,S
600,755,Y,2,female,48.0,1,2,65.0,S
601,756,Y,2,male,0.67,1,1,14.5,S
602,757,N,3,male,28.0,0,0,7.7958,S
603,758,N,2,male,18.0,0,0,11.5,S
604,759,N,3,male,34.0,0,0,8.05,S
605,760,Y,1,female,33.0,0,0,86.5,S
606,762,N,3,male,41.0,0,0,7.125,S
607,763,Y,3,male,20.0,0,0,7.2292,C
608,764,Y,1,female,36.0,1,2,120.0,S
609,765,N,3,male,16.0,0,0,7.775,S
610,766,Y,1,female,51.0,1,0,77.9583,S
611,768,N,3,female,30.5,0,0,7.75,Q
612,770,N,3,male,32.0,0,0,8.3625,S
613,771,N,3,male,24.0,0,0,9.5,S
614,772,N,3,male,48.0,0,0,7.8542,S
615,773,N,2,female,57.0,0,0,10.5,S
616,775,Y,2,female,54.0,1,3,23.0,S
617,776,N,3,male,18.0,0,0,7.75,S
618,778,Y,3,female,5.0,0,0,12.475,S
619,780,Y,1,female,43.0,0,1,211.3375,S
620,781,Y,3,female,13.0,0,0,7.2292,C
621,782,Y,1,female,17.0,1,0,57.0,S
622,783,N,1,male,29.0,0,0,30.0,S
623,785,N,3,male,25.0,0,0,7.05,S
624,786,N,3,male,25.0,0,0,7.25,S
625,787,Y,3,female,18.0,0,0,7.4958,S
626,788,N,3,male,8.0,4,1,29.125,Q
627,789,Y,3,male,1.0,1,2,20.575,S
628,790,N,1,male,46.0,0,0,79.2,C
629,792,N,2,male,16.0,0,0,26.0,S
630,795,N,3,male,25.0,0,0,7.8958,S
631,796,N,2,male,39.0,0,0,13.0,S
632,797,Y,1,female,49.0,0,0,25.9292,S
633,798,Y,3,female,31.0,0,0,8.6833,S
634,799,N,3,male,30.0,0,0,7.2292,C
635,800,N,3,female,30.0,1,1,24.15,S
636,801,N,2,male,34.0,0,0,13.0,S
637,802,Y,2,female,31.0,1,1,26.25,S
638,803,Y,1,male,11.0,1,2,120.0,S
639,804,Y,3,male,0.42,0,1,8.5167,C
640,805,Y,3,male,27.0,0,0,6.975,S
641,806,N,3,male,31.0,0,0,7.775,S
642,807,N,1,male,39.0,0,0,0.0,S
643,808,N,3,female,18.0,0,0,7.775,S
644,809,N,2,male,39.0,0,0,13.0,S
645,810,Y,1,female,33.0,1,0,53.1,S
646,811,N,3,male,26.0,0,0,7.8875,S
647,812,N,3,male,39.0,0,0,24.15,S
648,813,N,2,male,35.0,0,0,10.5,S
649,814,N,3,female,6.0,4,2,31.275,S
650,815,N,3,male,30.5,0,0,8.05,S
651,817,N,3,female,23.0,0,0,7.925,S
652,818,N,2,male,31.0,1,1,37.0042,C
653,819,N,3,male,43.0,0,0,6.45,S
654,820,N,3,male,10.0,3,2,27.9,S
655,821,Y,1,female,52.0,1,1,93.5,S
656,822,Y,3,male,27.0,0,0,8.6625,S
657,823,N,1,male,38.0,0,0,0.0,S
658,824,Y,3,female,27.0,0,1,12.475,S
659,825,N,3,male,2.0,4,1,39.6875,S
660,828,Y,2,male,1.0,0,2,37.0042,C
661,831,Y,3,female,15.0,1,0,14.4542,C
662,832,Y,2,male,0.83,1,1,18.75,S
663,834,N,3,male,23.0,0,0,7.8542,S
664,835,N,3,male,18.0,0,0,8.3,S
665,836,Y,1,female,39.0,1,1,83.1583,C
666,837,N,3,male,21.0,0,0,8.6625,S
667,839,Y,3,male,32.0,0,0,56.4958,S
668,841,N,3,male,20.0,0,0,7.925,S
669,842,N,2,male,16.0,0,0,10.5,S
670,843,Y,1,female,30.0,0,0,31.0,C
671,844,N,3,male,34.5,0,0,6.4375,C
672,845,N,3,male,17.0,0,0,8.6625,S
673,846,N,3,male,42.0,0,0,7.55,S
674,848,N,3,male,35.0,0,0,7.8958,C
675,849,N,2,male,28.0,0,1,33.0,S
676,851,N,3,male,4.0,4,2,31.275,S
677,852,N,3,male,74.0,0,0,7.775,S
678,853,N,3,female,9.0,1,1,15.2458,C
679,854,Y,1,female,16.0,0,1,39.4,S
680,855,N,2,female,44.0,1,0,26.0,S
681,856,Y,3,female,18.0,0,1,9.35,S
682,857,Y,1,female,45.0,1,1,164.8667,S
683,858,Y,1,male,51.0,0,0,26.55,S
684,859,Y,3,female,24.0,0,3,19.2583,C
685,861,N,3,male,41.0,2,0,14.1083,S
686,862,N,2,male,21.0,1,0,11.5,S
687,863,Y,1,female,48.0,0,0,25.9292,S
688,865,N,2,male,24.0,0,0,13.0,S
689,866,Y,2,female,42.0,0,0,13.0,S
690,867,Y,2,female,27.0,1,0,13.8583,C
691,868,N,1,male,31.0,0,0,50.4958,S
692,870,Y,3,male,4.0,1,1,11.1333,S
693,871,N,3,male,26.0,0,0,7.8958,S
694,872,Y,1,female,47.0,1,1,52.5542,S
695,873,N,1,male,33.0,0,0,5.0,S
696,874,N,3,male,47.0,0,0,9.0,S
697,875,Y,2,female,28.0,1,0,24.0,C
698,876,Y,3,female,15.0,0,0,7.225,C
699,877,N,3,male,20.0,0,0,9.8458,S
700,878,N,3,male,19.0,0,0,7.8958,S
701,880,Y,1,female,56.0,0,1,83.1583,C
702,881,Y,2,female,25.0,0,1,26.0,S
703,882,N,3,male,33.0,0,0,7.8958,S
704,883,N,3,female,22.0,0,0,10.5167,S
705,884,N,2,male,28.0,0,0,10.5,S
706,885,N,3,male,25.0,0,0,7.05,S
707,886,N,3,female,39.0,0,5,29.125,Q
708,887,N,2,male,27.0,0,0,13.0,S
709,888,Y,1,female,19.0,0,0,30.0,S
710,890,Y,1,male,26.0,0,0,30.0,C
711,891,N,3,male,32.0,0,0,7.75,Q
